Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
534,478,484,486,497,520,499,516,482,475,482,495,511,517,487,488,554,511,517,467,5.34,4.78,4.84,4.86,4.97,5.2,4.99,5.16,4.82,4.75,4.82,4.95,5.11,5.17,4.87,4.88,5.54,5.11,5.17,4.67
489,514,493,505,485,506,499,510,503,530,495,511,493,489,494,494,513,508,484,485,4.89,5.14,4.93,5.05,4.85,5.06,4.99,5.1,5.03,5.3,4.95,5.11,4.93,4.89,4.94,4.94,5.13,5.08,4.84,4.85
505,497,494,515,494,497,514,503,486,466,501,530,487,473,501,483,510,540,513,491,5.05,4.97,4.94,5.15,4.94,4.97,5.14,5.03,4.86,4.66,5.01,5.3,4.87,4.73,5.01,4.83,5.1,5.4,5.13,4.91
505,472,475,517,545,517,513,499,533,490,526,499,474,483,507,467,483,517,481,497,5.05,4.72,4.75,5.17,5.45,5.17,5.13,4.99,5.33,4.9,5.26,4.99,4.74,4.83,5.07,4.67,4.83,5.17,4.81,4.97
508,505,471,512,501,528,500,503,490,473,520,528,477,477,463,531,497,520,486,510,5.08,5.05,4.71,5.12,5.01,5.28,5.0,5.03,4.9,4.73,5.2,5.28,4.77,4.77,4.63,5.31,4.97,5.2,4.86,5.1
501,533,497,500,497,444,504,474,488,526,530,507,486,463,487,558,489,503,515,498,5.01,5.33,4.97,5.0,4.97,4.44,5.04,4.74,4.88,5.26,5.3,5.07,4.86,4.63,4.87,5.58,4.89,5.03,5.15,4.98
458,518,512,484,526,498,495,489,547,524,476,501,462,532,521,480,501,479,514,483,4.58,5.18,5.12,4.84,5.26,4.98,4.95,4.89,5.47,5.24,4.76,5.01,4.62,5.32,5.21,4.8,5.01,4.79,5.14,4.83
543,508,496,525,476,460,491,498,489,501,510,466,509,525,498,500,499,487,535,484,5.43,5.08,4.96,5.25,4.76,4.6,4.91,4.98,4.89,5.01,5.1,4.66,5.09,5.25,4.98,5.0,4.99,4.87,5.35,4.84
493,501,466,464,530,502,492,530,527,503,478,477,498,519,523,521,503,459,525,489,4.93,5.01,4.66,4.64,5.3,5.02,4.92,5.3,5.27,5.03,4.78,4.77,4.98,5.19,5.23,5.21,5.03,4.59,5.25,4.89
522,474,505,484,536,500,501,518,509,507,510,483,495,484,475,518,509,487,470,513,5.22,4.74,5.05,4.84,5.36,5.0,5.01,5.18,5.09,5.07,5.1,4.83,4.95,4.84,4.75,5.18,5.09,4.87,4.7,5.13
545,501,443,524,545,488,503,492,518,443,508,516,467,496,477,506,519,495,514,500,5.45,5.01,4.43,5.24,5.45,4.88,5.03,4.92,5.18,4.43,5.08,5.16,4.67,4.96,4.77,5.06,5.19,4.95,5.14,5.0
446,484,511,520,510,501,530,482,503,491,504,575,502,487,486,463,513,484,522,486,4.46,4.84,5.11,5.2,5.1,5.01,5.3,4.82,5.03,4.91,5.04,5.75,5.02,4.87,4.86,4.63,5.13,4.84,5.22,4.86
516,477,516,499,495,511,460,481,516,534,513,509,490,485,515,455,477,533,476,542,5.16,4.77,5.16,4.99,4.95,5.11,4.6,4.81,5.16,5.34,5.13,5.09,4.9,4.85,5.15,4.55,4.77,5.33,4.76,5.42
483,515,498,540,526,510,499,468,463,530,492,496,534,493,504,494,460,484,506,505,4.83,5.15,4.98,5.4,5.26,5.1,4.99,4.68,4.63,5.3,4.92,4.96,5.34,4.93,5.04,4.94,4.6,4.84,5.06,5.05
489,500,513,487,497,548,492,541,522,496,456,525,476,519,533,491,501,465,482,467,4.89,5.0,5.13,4.87,4.97,5.48,4.92,5.41,5.22,4.96,4.56,5.25,4.76,5.19,5.33,4.91,5.01,4.65,4.82,4.67
510,526,486,519,544,503,512,495,503,473,495,464,543,494,492,471,471,490,506,503,5.1,5.26,4.86,5.19,5.44,5.03,5.12,4.95,5.03,4.73,4.95,4.64,5.43,4.94,4.92,4.71,4.71,4.9,5.06,5.03
500,497,499,479,548,522,524,507,541,444,494,499,502,493,503,502,474,510,479,483,5.0,4.97,4.99,4.79,5.48,5.22,5.24,5.07,5.41,4.44,4.94,4.99,5.02,4.93,5.03,5.02,4.74,5.1,4.79,4.83
482,475,514,514,497,516,499,472,507,535,498,507,517,491,466,481,514,526,561,428,4.82,4.75,5.14,5.14,4.97,5.16,4.99,4.72,5.07,5.35,4.98,5.07,5.17,4.91,4.66,4.81,5.14,5.26,5.61,4.28
501,512,479,470,508,465,526,507,499,507,514,508,480,519,472,510,514,490,515,504,5.01,5.12,4.79,4.7,5.08,4.65,5.26,5.07,4.99,5.07,5.14,5.08,4.8,5.19,4.72,5.1,5.14,4.9,5.15,5.04
495,458,524,492,500,483,493,496,509,471,533,519,479,525,484,475,527,523,505,509,4.95,4.58,5.24,4.92,5.0,4.83,4.93,4.96,5.09,4.71,5.33,5.19,4.79,5.25,4.84,4.75,5.27,5.23,5.05,5.09
517,457,505,480,488,482,488,494,525,484,493,512,514,512,491,513,528,487,519,511,5.17,4.57,5.05,4.8,4.88,4.82,4.88,4.94,5.25,4.84,4.93,5.12,5.14,5.12,4.91,5.13,5.28,4.87,5.19,5.11
532,533,491,509,477,495,520,515,486,494,469,501,464,477,498,492,542,482,522,501,5.32,5.33,4.91,5.09,4.77,4.95,5.2,5.15,4.86,4.94,4.69,5.01,4.64,4.77,4.98,4.92,5.42,4.82,5.22,5.01
516,472,482,487,484,509,530,502,493,463,510,527,506,477,490,519,540,479,546,468,5.16,4.72,4.82,4.87,4.84,5.09,5.3,5.02,4.93,4.63,5.1,5.27,5.06,4.77,4.9,5.19,5.4,4.79,5.46,4.68
499,493,482,490,512,492,497,506,480,547,491,510,504,514,502,487,511,500,472,511,4.99,4.93,4.82,4.9,5.12,4.92,4.97,5.06,4.8,5.47,4.91,5.1,5.04,5.14,5.02,4.87,5.11,5.0,4.72,5.11
519,521,483,525,496,461,536,485,512,505,484,534,516,491,472,519,493,460,472,516,5.19,5.21,4.83,5.25,4.96,4.61,5.36,4.85,5.12,5.05,4.84,5.34,5.16,4.91,4.72,5.19,4.93,4.6,4.72,5.16
530,506,465,509,481,491,502,517,467,476,506,518,516,493,514,509,469,534,520,477,5.3,5.06,4.65,5.09,4.81,4.91,5.02,5.17,4.67,4.76,5.06,5.18,5.16,4.93,5.14,5.09,4.69,5.34,5.2,4.77
485,490,503,455,494,506,518,521,471,506,504,492,491,522,511,514,530,522,464,501,4.85,4.9,5.03,4.55,4.94,5.06,5.18,5.21,4.71,5.06,5.04,4.92,4.91,5.22,5.11,5.14,5.3,5.22,4.64,5.01
513,514,503,531,518,505,531,484,538,475,486,494,453,492,489,465,464,522,490,533,5.13,5.14,5.03,5.31,5.18,5.05,5.31,4.84,5.38,4.75,4.86,4.94,4.53,4.92,4.89,4.65,4.64,5.22,4.9,5.33
522,486,486,503,527,490,512,570,472,510,515,477,508,440,513,482,517,493,506,471,5.22,4.86,4.86,5.03,5.27,4.9,5.12,5.7,4.72,5.1,5.15,4.77,5.08,4.4,5.13,4.82,5.17,4.93,5.06,4.71
530,528,509,524,503,489,499,483,520,477,505,503,528,428,507,501,485,509,484,488,5.3,5.28,5.09,5.24,5.03,4.89,4.99,4.83,5.2,4.77,5.05,5.03,5.28,4.28,5.07,5.01,4.85,5.09,4.84,4.88
524,492,467,522,476,518,527,515,481,489,472,479,506,519,525,486,511,507,497,487,5.24,4.92,4.67,5.22,4.76,5.18,5.27,5.15,4.81,4.89,4.72,4.79,5.06,5.19,5.25,4.86,5.11,5.07,4.97,4.87
485,468,518,501,532,508,525,494,465,508,460,498,523,550,510,482,517,455,506,495,4.85,4.68,5.18,5.01,5.32,5.08,5.25,4.94,4.65,5.08,4.6,4.98,5.23,5.5,5.1,4.82,5.17,4.55,5.06,4.95
478,496,502,489,506,477,503,505,532,484,551,540,431,504,475,529,522,468,524,484,4.78,4.96,5.02,4.89,5.06,4.77,5.03,5.05,5.32,4.84,5.51,5.4,4.31,5.04,4.75,5.29,5.22,4.68,5.24,4.84
488,493,451,469,572,533,532,460,485,508,502,529,495,521,479,481,489,485,488,540,4.88,4.93,4.51,4.69,5.72,5.33,5.32,4.6,4.85,5.08,5.02,5.29,4.95,5.21,4.79,4.81,4.89,4.85,4.88,5.4
486,465,521,526,515,481,505,503,494,464,527,501,519,500,505,512,479,498,505,494,4.86,4.65,5.21,5.26,5.15,4.81,5.05,5.03,4.94,4.64,5.27,5.01,5.19,5.0,5.05,5.12,4.79,4.98,5.05,4.94
520,521,479,507,512,471,523,471,533,525,499,485,504,516,472,491,488,506,490,487,5.2,5.21,4.79,5.07,5.12,4.71,5.23,4.71,5.33,5.25,4.99,4.85,5.04,5.16,4.72,4.91,4.88,5.06,4.9,4.87
499,511,479,502,504,509,508,489,474,514,488,557,470,498,465,504,497,512,520,500,4.99,5.11,4.79,5.02,5.04,5.09,5.08,4.89,4.74,5.14,4.88,5.57,4.7,4.98,4.65,5.04,4.97,5.12,5.2,5.0
464,504,482,452,520,489,501,497,497,541,513,476,535,514,521,518,525,482,463,506,4.64,5.04,4.82,4.52,5.2,4.89,5.01,4.97,4.97,5.41,5.13,4.76,5.35,5.14,5.21,5.18,5.25,4.82,4.63,5.06
513,473,518,487,512,510,503,525,525,512,501,499,503,458,485,482,508,468,509,509,5.13,4.73,5.18,4.87,5.12,5.1,5.03,5.25,5.25,5.12,5.01,4.99,5.03,4.58,4.85,4.82,5.08,4.68,5.09,5.09
515,503,491,497,550,521,483,522,488,531,447,485,495,515,476,460,501,510,513,497,5.15,5.03,4.91,4.97,5.5,5.21,4.83,5.22,4.88,5.31,4.47,4.85,4.95,5.15,4.76,4.6,5.01,5.1,5.13,4.97
491,538,521,459,491,471,488,498,502,522,463,497,532,523,523,505,522,442,500,512,4.91,5.38,5.21,4.59,4.91,4.71,4.88,4.98,5.02,5.22,4.63,4.97,5.32,5.23,5.23,5.05,5.22,4.42,5.0,5.12
494,515,504,487,536,465,490,452,531,521,482,503,536,500,493,497,512,498,518,466,4.94,5.15,5.04,4.87,5.36,4.65,4.9,4.52,5.31,5.21,4.82,5.03,5.36,5.0,4.93,4.97,5.12,4.98,5.18,4.66
491,491,493,506,476,536,492,496,527,462,502,501,488,524,509,508,512,491,507,488,4.91,4.91,4.93,5.06,4.76,5.36,4.92,4.96,5.27,4.62,5.02,5.01,4.88,5.24,5.09,5.08,5.12,4.91,5.07,4.88
474,530,489,492,510,507,480,517,472,517,432,511,506,522,497,448,517,518,526,535,4.74,5.3,4.89,4.92,5.1,5.07,4.8,5.17,4.72,5.17,4.32,5.11,5.06,5.22,4.97,4.48,5.17,5.18,5.26,5.35
513,468,507,465,497,497,504,519,456,513,515,493,464,562,533,499,519,494,525,457,5.13,4.68,5.07,4.65,4.97,4.97,5.04,5.19,4.56,5.13,5.15,4.93,4.64,5.62,5.33,4.99,5.19,4.94,5.25,4.57
493,537,475,521,500,519,502,482,502,500,490,481,496,476,524,554,492,485,492,479,4.93,5.37,4.75,5.21,5.0,5.19,5.02,4.82,5.02,5.0,4.9,4.81,4.96,4.76,5.24,5.54,4.92,4.85,4.92,4.79
477,482,466,541,502,499,500,505,481,480,490,559,502,482,503,529,501,496,506,499,4.77,4.82,4.66,5.41,5.02,4.99,5.0,5.05,4.81,4.8,4.9,5.59,5.02,4.82,5.03,5.29,5.01,4.96,5.06,4.99
510,463,513,471,485,491,518,534,513,498,480,515,527,504,542,519,467,472,486,492,5.1,4.63,5.13,4.71,4.85,4.91,5.18,5.34,5.13,4.98,4.8,5.15,5.27,5.04,5.42,5.19,4.67,4.72,4.86,4.92
501,525,487,509,504,522,488,460,473,524,490,531,494,503,505,453,514,523,495,499,5.01,5.25,4.87,5.09,5.04,5.22,4.88,4.6,4.73,5.24,4.9,5.31,4.94,5.03,5.05,4.53,5.14,5.23,4.95,4.99
474,510,524,527,490,478,514,514,462,548,512,507,514,491,535,434,490,504,490,482,4.74,5.1,5.24,5.27,4.9,4.78,5.14,5.14,4.62,5.48,5.12,5.07,5.14,4.91,5.35,4.34,4.9,5.04,4.9,4.82
476,508,545,472,502,541,490,485,500,478,506,500,521,490,461,511,520,517,494,483,4.76,5.08,5.45,4.72,5.02,5.41,4.9,4.85,5.0,4.78,5.06,5.0,5.21,4.9,4.61,5.11,5.2,5.17,4.94,4.83
482,518,458,492,490,506,501,512,501,499,483,481,525,501,524,519,507,530,518,453,4.82,5.18,4.58,4.92,4.9,5.06,5.01,5.12,5.01,4.99,4.83,4.81,5.25,5.01,5.24,5.19,5.07,5.3,5.18,4.53
501,525,459,515,515,514,543,493,501,481,507,482,482,535,474,465,513,504,503,488,5.01,5.25,4.59,5.15,5.15,5.14,5.43,4.93,5.01,4.81,5.07,4.82,4.82,5.35,4.74,4.65,5.13,5.04,5.03,4.88
521,522,520,492,527,537,494,485,500,505,479,486,479,516,481,524,469,502,503,458,5.21,5.22,5.2,4.92,5.27,5.37,4.94,4.85,5.0,5.05,4.79,4.86,4.79,5.16,4.81,5.24,4.69,5.02,5.03,4.58
508,472,508,471,502,520,505,514,447,474,482,516,497,517,549,538,497,518,487,478,5.08,4.72,5.08,4.71,5.02,5.2,5.05,5.14,4.47,4.74,4.82,5.16,4.97,5.17,5.49,5.38,4.97,5.18,4.87,4.78
498,515,491,508,506,538,507,467,503,490,515,520,508,497,477,485,495,509,499,472,4.98,5.15,4.91,5.08,5.06,5.38,5.07,4.67,5.03,4.9,5.15,5.2,5.08,4.97,4.77,4.85,4.95,5.09,4.99,4.72
522,504,498,525,527,510,472,516,527,504,490,529,520,502,485,450,476,480,471,492,5.22,5.04,4.98,5.25,5.27,5.1,4.72,5.16,5.27,5.04,4.9,5.29,5.2,5.02,4.85,4.5,4.76,4.8,4.71,4.92
468,518,505,510,482,539,471,508,516,475,507,497,494,517,489,475,502,501,521,505,4.68,5.18,5.05,5.1,4.82,5.39,4.71,5.08,5.16,4.75,5.07,4.97,4.94,5.17,4.89,4.75,5.02,5.01,5.21,5.05
494,488,498,508,489,534,508,505,492,492,495,539,466,486,517,496,492,517,475,509,4.94,4.88,4.98,5.08,4.89,5.34,5.08,5.05,4.92,4.92,4.95,5.39,4.66,4.86,5.17,4.96,4.92,5.17,4.75,5.09
514,478,511,482,502,529,512,457,513,469,505,459,474,522,475,513,530,524,521,510,5.14,4.78,5.11,4.82,5.02,5.29,5.12,4.57,5.13,4.69,5.05,4.59,4.74,5.22,4.75,5.13,5.3,5.24,5.21,5.1
494,492,500,495,509,451,479,535,511,528,445,513,515,528,526,491,506,486,518,478,4.94,4.92,5.0,4.95,5.09,4.51,4.79,5.35,5.11,5.28,4.45,5.13,5.15,5.28,5.26,4.91,5.06,4.86,5.18,4.78
508,502,500,511,466,521,477,491,530,491,473,491,495,496,508,506,485,494,545,510,5.08,5.02,5.0,5.11,4.66,5.21,4.77,4.91,5.3,4.91,4.73,4.91,4.95,4.96,5.08,5.06,4.85,4.94,5.45,5.1
509,489,505,517,515,517,507,497,497,506,477,513,514,516,496,468,497,481,480,499,5.09,4.89,5.05,5.17,5.15,5.17,5.07,4.97,4.97,5.06,4.77,5.13,5.14,5.16,4.96,4.68,4.97,4.81,4.8,4.99
536,514,561,491,470,467,545,460,526,506,485,506,488,496,490,474,491,487,477,530,5.36,5.14,5.61,4.91,4.7,4.67,5.45,4.6,5.26,5.06,4.85,5.06,4.88,4.96,4.9,4.74,4.91,4.87,4.77,5.3
511,528,510,473,487,509,497,480,518,495,472,531,486,523,466,502,504,525,490,493,5.11,5.28,5.1,4.73,4.87,5.09,4.97,4.8,5.18,4.95,4.72,5.31,4.86,5.23,4.66,5.02,5.04,5.25,4.9,4.93
518,517,490,528,502,465,475,519,489,490,503,542,479,478,493,536,495,490,495,496,5.18,5.17,4.9,5.28,5.02,4.65,4.75,5.19,4.89,4.9,5.03,5.42,4.79,4.78,4.93,5.36,4.95,4.9,4.95,4.96
473,519,490,528,518,488,542,489,495,513,521,476,498,506,456,491,513,495,500,489,4.73,5.19,4.9,5.28,5.18,4.88,5.42,4.89,4.95,5.13,5.21,4.76,4.98,5.06,4.56,4.91,5.13,4.95,5.0,4.89
498,512,485,477,477,496,506,505,502,492,506,468,521,518,483,529,509,474,513,529,4.98,5.12,4.85,4.77,4.77,4.96,5.06,5.05,5.02,4.92,5.06,4.68,5.21,5.18,4.83,5.29,5.09,4.74,5.13,5.29
504,521,482,514,483,499,476,511,511,532,463,477,506,498,519,480,516,508,487,513,5.04,5.21,4.82,5.14,4.83,4.99,4.76,5.11,5.11,5.32,4.63,4.77,5.06,4.98,5.19,4.8,5.16,5.08,4.87,5.13
491,527,519,506,455,520,502,515,496,521,495,504,495,455,536,499,477,481,494,512,4.91,5.27,5.19,5.06,4.55,5.2,5.02,5.15,4.96,5.21,4.95,5.04,4.95,4.55,5.36,4.99,4.77,4.81,4.94,5.12
469,505,500,520,507,510,527,510,508,481,476,514,491,470,522,462,480,480,532,536,4.69,5.05,5.0,5.2,5.07,5.1,5.27,5.1,5.08,4.81,4.76,5.14,4.91,4.7,5.22,4.62,4.8,4.8,5.32,5.36
548,530,491,483,466,486,523,519,476,499,502,535,492,492,550,489,482,440,512,485,5.48,5.3,4.91,4.83,4.66,4.86,5.23,5.19,4.76,4.99,5.02,5.35,4.92,4.92,5.5,4.89,4.82,4.4,5.12,4.85
513,529,447,544,490,519,487,496,492,475,510,510,500,534,476,526,492,492,483,485,5.13,5.29,4.47,5.44,4.9,5.19,4.87,4.96,4.92,4.75,5.1,5.1,5.0,5.34,4.76,5.26,4.92,4.92,4.83,4.85
518,489,496,517,520,507,466,497,517,499,474,520,537,503,476,508,496,481,464,515,5.18,4.89,4.96,5.17,5.2,5.07,4.66,4.97,5.17,4.99,4.74,5.2,5.37,5.03,4.76,5.08,4.96,4.81,4.64,5.15
507,484,512,491,524,532,531,477,465,515,534,476,470,507,447,499,497,493,513,526,5.07,4.84,5.12,4.91,5.24,5.32,5.31,4.77,4.65,5.15,5.34,4.76,4.7,5.07,4.47,4.99,4.97,4.93,5.13,5.26
499,481,483,529,487,508,474,490,517,500,513,490,540,504,480,477,528,489,544,467,4.99,4.81,4.83,5.29,4.87,5.08,4.74,4.9,5.17,5.0,5.13,4.9,5.4,5.04,4.8,4.77,5.28,4.89,5.44,4.67
488,512,459,508,522,510,525,498,525,495,470,473,505,500,538,483,490,535,496,468,4.88,5.12,4.59,5.08,5.22,5.1,5.25,4.98,5.25,4.95,4.7,4.73,5.05,5.0,5.38,4.83,4.9,5.35,4.96,4.68
545,528,516,515,509,516,504,497,487,471,509,483,481,487,502,497,508,513,457,475,5.45,5.28,5.16,5.15,5.09,5.16,5.04,4.97,4.87,4.71,5.09,4.83,4.81,4.87,5.02,4.97,5.08,5.13,4.57,4.75
523,488,518,472,499,524,528,528,524,476,460,517,475,482,515,475,488,481,496,531,5.23,4.88,5.18,4.72,4.99,5.24,5.28,5.28,5.24,4.76,4.6,5.17,4.75,4.82,5.15,4.75,4.88,4.81,4.96,5.31
522,512,471,513,501,498,491,541,476,536,520,488,482,517,449,523,476,514,475,495,5.22,5.12,4.71,5.13,5.01,4.98,4.91,5.41,4.76,5.36,5.2,4.88,4.82,5.17,4.49,5.23,4.76,5.14,4.75,4.95
493,478,515,514,455,549,511,489,484,521,469,485,488,495,480,527,503,511,508,525,4.93,4.78,5.15,5.14,4.55,5.49,5.11,4.89,4.84,5.21,4.69,4.85,4.88,4.95,4.8,5.27,5.03,5.11,5.08,5.25
507,475,532,449,503,507,513,511,509,548,463,502,484,458,509,495,488,517,516,514,5.07,4.75,5.32,4.49,5.03,5.07,5.13,5.11,5.09,5.48,4.63,5.02,4.84,4.58,5.09,4.95,4.88,5.17,5.16,5.14
548,493,499,480,480,479,544,473,481,478,504,461,507,539,502,499,516,491,505,521,5.48,4.93,4.99,4.8,4.8,4.79,5.44,4.73,4.81,4.78,5.04,4.61,5.07,5.39,5.02,4.99,5.16,4.91,5.05,5.21
507,533,502,504,481,518,508,463,494,500,520,513,503,477,540,479,542,455,468,493,5.07,5.33,5.02,5.04,4.81,5.18,5.08,4.63,4.94,5.0,5.2,5.13,5.03,4.77,5.4,4.79,5.42,4.55,4.68,4.93
544,469,499,521,501,495,494,485,529,490,500,530,490,504,485,486,514,479,513,472,5.44,4.69,4.99,5.21,5.01,4.95,4.94,4.85,5.29,4.9,5.0,5.3,4.9,5.04,4.85,4.86,5.14,4.79,5.13,4.72
498,492,502,484,523,511,502,535,535,489,485,492,477,494,488,517,524,455,466,531,4.98,4.92,5.02,4.84,5.23,5.11,5.02,5.35,5.35,4.89,4.85,4.92,4.77,4.94,4.88,5.17,5.24,4.55,4.66,5.31
500,550,483,479,513,533,532,507,481,508,489,514,477,503,520,515,461,482,488,465,5.0,5.5,4.83,4.79,5.13,5.33,5.32,5.07,4.81,5.08,4.89,5.14,4.77,5.03,5.2,5.15,4.61,4.82,4.88,4.65
472,492,492,513,507,481,529,489,486,508,502,483,496,482,512,479,524,526,526,501,4.72,4.92,4.92,5.13,5.07,4.81,5.29,4.89,4.86,5.08,5.02,4.83,4.96,4.82,5.12,4.79,5.24,5.26,5.26,5.01
485,523,463,478,495,493,552,469,499,475,511,492,481,506,535,514,530,504,489,506,4.85,5.23,4.63,4.78,4.95,4.93,5.52,4.69,4.99,4.75,5.11,4.92,4.81,5.06,5.35,5.14,5.3,5.04,4.89,5.06
512,502,497,493,496,512,488,507,473,499,474,542,523,500,507,485,473,518,506,493,5.12,5.02,4.97,4.93,4.96,5.12,4.88,5.07,4.73,4.99,4.74,5.42,5.23,5.0,5.07,4.85,4.73,5.18,5.06,4.93
498,494,510,525,501,492,463,460,522,486,528,544,474,480,496,474,509,569,500,475,4.98,4.94,5.1,5.25,5.01,4.92,4.63,4.6,5.22,4.86,5.28,5.44,4.74,4.8,4.96,4.74,5.09,5.69,5.0,4.75
477,484,501,532,503,496,514,506,559,513,478,532,468,487,502,501,490,469,500,488,4.77,4.84,5.01,5.32,5.03,4.96,5.14,5.06,5.59,5.13,4.78,5.32,4.68,4.87,5.02,5.01,4.9,4.69,5.0,4.88
478,535,511,500,514,462,502,472,492,530,496,510,483,475,540,509,493,511,500,487,4.78,5.35,5.11,5.0,5.14,4.62,5.02,4.72,4.92,5.3,4.96,5.1,4.83,4.75,5.4,5.09,4.93,5.11,5.0,4.87
484,497,516,480,500,511,500,507,502,482,502,477,495,512,502,527,500,522,491,493,4.84,4.97,5.16,4.8,5.0,5.11,5.0,5.07,5.02,4.82,5.02,4.77,4.95,5.12,5.02,5.27,5.0,5.22,4.91,4.93
467,474,482,552,500,494,505,538,455,517,499,477,480,498,499,495,526,501,525,516,4.67,4.74,4.82,5.52,5.0,4.94,5.05,5.38,4.55,5.17,4.99,4.77,4.8,4.98,4.99,4.95,5.26,5.01,5.25,5.16
522,497,520,518,487,526,499,518,531,494,524,492,438,483,483,531,485,475,457,520,5.22,4.97,5.2,5.18,4.87,5.26,4.99,5.18,5.31,4.94,5.24,4.92,4.38,4.83,4.83,5.31,4.85,4.75,4.57,5.2
487,533,463,515,509,482,528,495,489,496,496,530,502,510,473,493,500,476,539,484,4.87,5.33,4.63,5.15,5.09,4.82,5.28,4.95,4.89,4.96,4.96,5.3,5.02,5.1,4.73,4.93,5.0,4.76,5.39,4.84
467,515,474,480,494,473,496,518,533,505,473,533,493,482,477,498,526,514,545,504,4.67,5.15,4.74,4.8,4.94,4.73,4.96,5.18,5.33,5.05,4.73,5.33,4.93,4.82,4.77,4.98,5.26,5.14,5.45,5.04
462,533,484,486,516,526,491,520,534,478,502,510,487,488,514,499,476,483,537,474,4.62,5.33,4.84,4.86,5.16,5.26,4.91,5.2,5.34,4.78,5.02,5.1,4.87,4.88,5.14,4.99,4.76,4.83,5.37,4.74
492,489,510,511,448,486,512,492,534,541,490,500,494,497,490,498,506,486,469,555,4.92,4.89,5.1,5.11,4.48,4.86,5.12,4.92,5.34,5.41,4.9,5.0,4.94,4.97,4.9,4.98,5.06,4.86,4.69,5.55
461,491,500,508,517,481,484,529,513,494,512,539,490,463,476,493,493,513,538,505,4.61,4.91,5.0,5.08,5.17,4.81,4.84,5.29,5.13,4.94,5.12,5.39,4.9,4.63,4.76,4.93,4.93,5.13,5.38,5.05
527,497,502,503,460,484,513,511,482,508,543,515,496,505,485,508,501,495,482,483,5.27,4.97,5.02,5.03,4.6,4.84,5.13,5.11,4.82,5.08,5.43,5.15,4.96,5.05,4.85,5.08,5.01,4.95,4.82,4.83
514,521,467,510,481,531,488,493,506,488,469,534,519,489,519,494,533,483,489,472,5.14,5.21,4.67,5.1,4.81,5.31,4.88,4.93,5.06,4.88,4.69,5.34,5.19,4.89,5.19,4.94,5.33,4.83,4.89,4.72
467,466,510,527,510,518,470,497,506,561,495,513,532,521,510,501,462,483,478,473,4.67,4.66,5.1,5.27,5.1,5.18,4.7,4.97,5.06,5.61,4.95,5.13,5.32,5.21,5.1,5.01,4.62,4.83,4.78,4.73
480,508,571,478,476,476,501,503,529,541,503,472,536,487,508,495,497,488,466,485,4.8,5.08,5.71,4.78,4.76,4.76,5.01,5.03,5.29,5.41,5.03,4.72,5.36,4.87,5.08,4.95,4.97,4.88,4.66,4.85
544,482,509,513,490,479,506,489,480,545,523,520,463,494,453,495,488,512,499,516,5.44,4.82,5.09,5.13,4.9,4.79,5.06,4.89,4.8,5.45,5.23,5.2,4.63,4.94,4.53,4.95,4.88,5.12,4.99,5.16
552,495,502,530,452,463,443,506,513,501,443,498,507,510,493,516,525,512,503,536,5.52,4.95,5.02,5.3,4.52,4.63,4.43,5.06,5.13,5.01,4.43,4.98,5.07,5.1,4.93,5.16,5.25,5.12,5.03,5.36
500,496,529,480,510,513,502,465,519,479,487,514,558,477,511,494,450,508,517,491,5.0,4.96,5.29,4.8,5.1,5.13,5.02,4.65,5.19,4.79,4.87,5.14,5.58,4.77,5.11,4.94,4.5,5.08,5.17,4.91
488,535,542,497,436,477,517,487,489,517,507,510,482,465,499,502,496,505,534,515,4.88,5.35,5.42,4.97,4.36,4.77,5.17,4.87,4.89,5.17,5.07,5.1,4.82,4.65,4.99,5.02,4.96,5.05,5.34,5.15
493,483,514,514,481,539,504,516,501,473,491,513,488,488,491,497,519,510,496,489,4.93,4.83,5.14,5.14,4.81,5.39,5.04,5.16,5.01,4.73,4.91,5.13,4.88,4.88,4.91,4.97,5.19,5.1,4.96,4.89
513,531,505,484,486,488,509,477,493,494,490,503,488,507,515,514,473,478,543,509,5.13,5.31,5.05,4.84,4.86,4.88,5.09,4.77,4.93,4.94,4.9,5.03,4.88,5.07,5.15,5.14,4.73,4.78,5.43,5.09
478,471,492,470,515,476,532,542,499,516,489,549,532,491,462,499,469,505,505,508,4.78,4.71,4.92,4.7,5.15,4.76,5.32,5.42,4.99,5.16,4.89,5.49,5.32,4.91,4.62,4.99,4.69,5.05,5.05,5.08
519,494,489,520,528,481,519,495,449,554,500,467,495,521,498,482,503,496,500,490,5.19,4.94,4.89,5.2,5.28,4.81,5.19,4.95,4.49,5.54,5.0,4.67,4.95,5.21,4.98,4.82,5.03,4.96,5.0,4.9
462,531,468,497,537,487,459,505,538,505,526,506,517,476,532,502,481,502,496,473,4.62,5.31,4.68,4.97,5.37,4.87,4.59,5.05,5.38,5.05,5.26,5.06,5.17,4.76,5.32,5.02,4.81,5.02,4.96,4.73
